瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 捞浇痢柯档(∑C),乞闭 惑措嚼档(%),乞闭 刘扁拘(hPa),乞闭 泅瘤扁拘(hPa),乞闭 秦搁扁拘(hPa),钦拌 老炼矫埃(hr),钦拌 老荤樊(MJ/m2)
156,堡林,2012-08-18,29.4,26.7,33.1,0.3,2.8,24.2,74.4,30.3,1003.1,1011.2,7.9,16.16
156,堡林,2012-08-19,29.1,26.5,33.1,0,3.1,23.9,74.4,29.6,1001.2,1009.3,7.9,15.68
156,堡林,2012-08-20,27.9,26.6,29.6,0.2,2.7,23.6,78.1,29.2,1000.9,1009,0,4.83
156,堡林,2012-08-21,28.2,25.7,33.4,6,2.6,23.2,74.8,28.4,1001.7,1009.8,8.7,18.34
156,堡林,2012-08-22,24.9,22.7,26.9,25.5,1.7,22.6,87.9,27.5,1002.1,1010.3,0.1,4.8
156,堡林,2012-08-23,23.7,21.9,26.7,16.5,3.2,22.3,92.3,26.9,1004.7,1013,0,6.49
156,堡林,2012-08-24,23.4,21.5,26.2,63.5,3,21.7,90.6,26,1004.7,1012.9,0,2.38
156,堡林,2012-08-25,28.2,24.4,33.2,,1.7,22.5,72.3,27.2,1005.6,1013.8,6.4,17.66
156,堡林,2012-08-26,28.7,23.4,34,,2.8,21.4,66.5,25.5,1002.7,1010.8,12,21.92
156,堡林,2012-08-27,27.6,24.5,31.2,1.5,4.4,21,68.3,24.9,997.3,1005.4,0.5,10.51
156,堡林,2012-08-28,24.3,22.6,26,88.5,9.2,21.9,86.6,26.2,985.7,993.8,0.8,5.45
156,堡林,2012-08-29,26,23.6,30.9,3.5,2.8,22.5,82.1,27.2,1002.2,1010.3,3.2,12.79
156,堡林,2012-08-30,22.3,20.3,24.6,117.5,4.1,19.8,86.3,23.3,997.3,1005.6,0.7,4.67
156,堡林,2012-08-31,23.8,18.8,29.7,,1.9,16.6,66.3,19,1005.1,1013.4,11.8,23.77
156,堡林,2012-09-01,24.1,19.1,29.6,,1.4,18.8,73.6,21.7,1005.4,1013.7,10,20.08
156,堡林,2012-09-02,25,22.2,29.2,,1.3,19.7,73.6,23,1004.5,1012.7,5.1,12.75
156,堡林,2012-09-03,25,20.9,31.4,,2.2,19.4,73.1,22.5,1004,1012.2,9.5,15.98
156,堡林,2012-09-04,24.6,21.6,29.4,34,2.8,21.4,83,25.6,1005.7,1013.9,3.2,9.56
156,堡林,2012-09-05,22.9,19.1,28.6,14.5,1.7,18.1,76.3,20.9,1009.8,1018.2,8.4,18.29
156,堡林,2012-09-06,22.5,16.9,28.3,,2.8,14,61.1,16,1010.5,1018.9,11.6,22.99
156,堡林,2012-09-07,23.1,17.6,28.9,25.5,2.3,18.2,75.5,21,1008.4,1016.7,6.2,15.18
156,堡林,2012-09-08,22.6,19.1,27.9,46.5,2,18.1,77.5,20.8,1005.8,1014.1,8,15.63
156,堡林,2012-09-09,19.5,17.9,21.1,14,2.3,17.4,88.5,19.9,1005.7,1014.1,0,4.15
156,堡林,2012-09-10,22.8,17.4,28.8,2.5,2.1,16.9,72.3,19.3,1005.3,1013.6,10.7,21.63
156,堡林,2012-09-11,23.6,18.9,28.6,,2,17,69.1,19.4,1005.3,1013.6,9.9,18.99
156,堡林,2012-09-12,23.6,19.5,29.3,,1.6,17.4,69.9,19.9,1002.9,1011.1,6.6,15.88
156,堡林,2012-09-13,21.8,19.7,24.7,8.5,1.4,19.1,85.8,22.2,1001.8,1010.1,0,3.65
156,堡林,2012-09-14,19.5,17.4,22,2.5,1.8,16.7,84.5,19,1006.1,1014.6,0.2,6.48
156,堡林,2012-09-15,20.5,17.1,23.8,,2,16,76.6,18.2,1008.5,1016.9,0.9,10.07
156,堡林,2012-09-16,19.4,18.2,21.3,55,4.5,18,91.9,20.6,1003.7,1012.1,0,3.87
156,堡林,2012-09-17,18.5,17.3,20.2,69,4.7,16.8,89.9,19.1,988.4,996.7,0.1,3.73
156,堡林,2012-09-18,20.9,18,25.5,,2.8,16.1,76.1,18.4,997.6,1005.9,7.9,13.86
156,堡林,2012-09-19,20.1,16.3,25.8,,2,14.7,73.5,16.8,1002.5,1010.8,9.8,16.01
156,堡林,2012-09-20,20.2,16.8,25.8,,1.2,15.3,75.5,17.4,1007.7,1016.1,8,14.55
156,堡林,2012-09-21,19.9,15.4,26.1,,1.2,14.5,73.6,16.6,1008,1016.4,7.1,16.64
156,堡林,2012-09-22,20.3,15.1,26.8,,1.1,14.1,69.8,16.1,1004.9,1013.3,9.6,16.79
156,堡林,2012-09-23,20.9,16.1,27.4,,1.2,14.8,70.6,16.9,1003.5,1011.9,10.8,18.54
156,堡林,2012-09-24,21.8,16.4,28.4,,1.5,14.5,66.9,16.6,1006.3,1014.7,11,19.48
156,堡林,2012-09-25,21.7,16.1,28.4,,1.7,12.9,60.4,15,1011.4,1019.8,11.1,19.87
156,堡林,2012-09-26,20.4,14.9,26.1,,1.7,11.6,59.4,13.8,1012.3,1020.8,9.2,17.45
156,堡林,2012-09-27,20.2,17.2,24.8,,1.7,13.9,68.3,15.9,1009.8,1018.2,4.9,10.66
156,堡林,2012-09-28,20.1,16.6,25.6,,1.7,14.7,72.3,16.7,1005.3,1013.7,8.9,14.97
156,堡林,2012-09-29,17.5,15,21.9,,1.7,11.2,67.9,13.3,1004,1012.4,6.6,12.7
156,堡林,2012-09-30,17.2,14.3,21.5,,2,10.8,67.4,13,1002.8,1011.3,5.8,11.79
156,堡林,2012-10-01,18.2,13.7,24.2,,1.1,12,69.5,14.1,1006.7,1015.2,9.4,15.75
156,堡林,2012-10-02,18.9,13.8,25.4,,1,12.7,69.5,14.7,1008.3,1016.7,9.5,16.35
156,堡林,2012-10-03,19.7,14.3,26.7,,1.5,12.4,66.3,14.5,1005.3,1013.8,9.5,17.87
156,堡林,2012-10-04,18.9,14.2,25.5,,1.4,12.6,70.6,14.7,1004.5,1012.9,10.3,18.14
156,堡林,2012-10-05,18.4,14.5,22.5,,1.4,13.4,74,15.4,1009.5,1018,2.2,9.87
156,堡林,2012-10-06,19.1,16.3,25.3,,2,12,66.3,14.2,1012.1,1020.6,7.7,13.99
156,堡林,2012-10-07,18.8,13.3,25.8,,1.3,12.5,70.5,14.6,1013.5,1022,10.1,17.21
156,堡林,2012-10-08,18,13.9,24.1,,2.1,9.5,60.1,12,1012.6,1021.1,10.1,16.64
156,堡林,2012-10-09,17.1,11.9,24.1,,1,10.4,66.4,12.6,1009.1,1017.7,7.1,13.55
156,堡林,2012-10-10,16.5,12.4,22.2,,1.2,11.9,75.5,14,1007,1015.5,6.6,9.99
156,堡林,2012-10-11,14.7,10.7,19.7,,1.9,4.8,54.5,8.8,1008.5,1017.1,10.7,18.37
156,堡林,2012-10-12,15.3,7.9,23.5,,1.3,3.9,51.6,8.2,1010.1,1018.7,10.2,17.02
156,堡林,2012-10-13,16.9,11.5,24.9,,1,8.2,59.5,10.9,1009.9,1018.5,5.2,11.93
156,堡林,2012-10-14,16.9,12.2,24.6,,1.3,9.8,65.1,12.1,1010.3,1018.9,7.7,12.92
156,堡林,2012-10-15,16.8,11.3,24.7,,2.6,2.5,42.4,7.4,1013.4,1021.9,10.6,16.96
156,堡林,2012-10-16,18,9.7,25.7,,1.7,8.8,56.3,11.4,1010.3,1018.8,10.5,16.74
156,堡林,2012-10-17,14.5,10.3,18.6,0.3,2.5,7.9,66.5,11.2,1007.6,1016.3,4.4,7.92
156,堡林,2012-10-18,12.4,7.6,18.1,,4.2,-1.4,41.9,5.6,1010.2,1018.9,10.6,17.71
156,堡林,2012-10-19,13.4,6.5,21.3,,1,5.2,59.9,9,1014,1022.8,9.4,14.63
156,堡林,2012-10-20,14.1,9,22.7,,1,7,66.4,10.1,1014.1,1022.8,3.4,9.14
156,堡林,2012-10-21,16.7,9.1,25.3,,1.1,6.6,55.9,9.8,1014.7,1023.3,10,15.47
156,堡林,2012-10-22,15.9,12.6,21,53,2.4,11.7,77.4,14.1,1006.3,1014.8,0,1.12
156,堡林,2012-10-23,12.4,8.7,16.8,,2.1,3.2,55.4,7.7,1009.7,1018.4,10.1,16.07
156,堡林,2012-10-24,12.5,6.1,20.4,,1.4,5.8,66.6,9.3,1011.9,1020.6,7.7,14.4
156,堡林,2012-10-25,14.7,8.1,22.7,,0.9,6.9,63.5,10,1013.1,1021.8,10.1,14.8
156,堡林,2012-10-26,17.2,10.6,24.5,,1.2,9.3,61.6,11.7,1013.6,1022.1,8.1,12.6
156,堡林,2012-10-27,17.1,15.5,19,29.5,2.4,14.4,85.1,16.5,1008.3,1016.9,0,0.65
156,堡林,2012-10-28,15.7,10.4,20.3,,1.7,9.5,67.6,11.9,1011.7,1020.3,9.5,13.75
156,堡林,2012-10-29,13.7,8.4,19.8,,1.6,6,63.1,9.4,1011.1,1019.7,9.8,15.14
156,堡林,2012-10-30,11.2,6.6,14.9,,1.7,3.8,61.9,8.2,1008.6,1017.4,9.3,14.23
156,堡林,2012-10-31,9.6,4.6,14.5,,1.9,2,61.6,7.1,1008.7,1017.5,8.9,14.38
156,堡林,2012-11-01,9.2,5.6,12.5,,3,-2,46.4,5.3,1012.6,1021.4,9.7,14.6
156,堡林,2012-11-02,8.3,2.8,15.8,,1.7,-1.6,53.8,5.5,1016.4,1025.3,9.9,14.28
156,堡林,2012-11-03,10.6,3.3,18.7,,1.1,1.3,55.6,6.8,1015.9,1024.7,10,14.17
156,堡林,2012-11-04,12.2,9,15.9,4,2.1,8.5,79.5,11.2,1008.9,1017.6,0.3,2.67
156,堡林,2012-11-05,10,7,15.5,1.5,1.9,6.9,82.9,10,1007.5,1016.2,3.3,7.39
156,堡林,2012-11-06,10.5,7.8,14,5,2.6,6.2,76,9.5,1008.1,1016.9,3.7,6.17
156,堡林,2012-11-07,11.4,9,15.4,,1.4,5,65.6,8.7,1009.1,1017.8,7,9.2
156,堡林,2012-11-08,11.6,6.4,16.2,,1,6.4,72.3,9.6,1010.1,1018.9,4.8,8.55
156,堡林,2012-11-09,12.4,7.3,18.8,,1.3,5.7,67.3,9.2,1013.5,1022.2,8.6,12.28
156,堡林,2012-11-10,13.2,9.4,18.6,4.5,4.2,5.7,62.3,9.2,1010.5,1019.2,4.6,9.01
156,堡林,2012-11-11,11.3,8.1,14.6,4,3.6,5.4,68.6,9.5,1003.3,1011.9,2.1,3.43
156,堡林,2012-11-12,10.7,8.1,14,,3.5,0.6,50.4,6.4,1007.7,1016.5,8.6,10.98
156,堡林,2012-11-13,9.2,4.9,13.9,0.3,2.6,0.9,58.5,6.6,1003.3,1012.1,5.7,8.67
156,堡林,2012-11-14,5.8,3.8,9.2,5,1.9,1.8,76.1,7,1009.9,1018.9,3,5.64
156,堡林,2012-11-15,7,3.6,11.9,0.5,2.1,-1.2,58.9,5.7,1017.8,1026.8,9.2,13.49
156,堡林,2012-11-16,7.1,1.7,12.1,6.5,0.9,3.5,79.1,8.1,1014.1,1023,0.4,4.02
156,堡林,2012-11-17,8.6,6.8,11.4,6.5,1.7,3,69.9,7.8,1007.9,1016.7,4.1,6.21
156,堡林,2012-11-18,7.3,2.6,12.7,,1.7,-2.2,53,5.3,1012.3,1021.2,9.5,13.01
156,堡林,2012-11-19,6.1,1.4,13.4,0.1,1.7,0.5,68.3,6.4,1011.1,1020,6.1,7.94
156,堡林,2012-11-20,4.6,1.5,8.6,,3,-4,55.1,4.6,1014.7,1023.7,2.9,6.73
156,堡林,2012-11-21,5.6,0.7,10.7,,1.5,-3.4,54,4.8,1012.2,1021.2,2.6,6.89
156,堡林,2012-11-22,8.4,2.2,15.5,,1.5,-0.7,56,5.8,1009.3,1018.1,7.9,10.46
156,堡林,2012-11-23,7,4.5,9.3,,2.4,-0.2,60.1,6,1009.6,1018.5,4.7,8.37
156,堡林,2012-11-24,4.4,1.3,9.2,,2.7,-3.3,57.9,4.8,1014.1,1023.1,8.7,11.88
156,堡林,2012-11-25,4,-0.6,9,4.5,1.8,-1.9,68.3,5.4,1011.6,1020.7,5.5,8.41
156,堡林,2012-11-26,4.8,2.6,9.2,3.5,2.4,-1.1,68.4,5.8,1007.9,1016.8,4.2,6.5
156,堡林,2012-11-27,4,-0.1,9.3,,2.1,-3.2,61,4.9,1013.9,1022.9,9.1,11.5
156,堡林,2012-11-28,8,2.6,16.2,,2.2,1.9,66.5,7.1,1010,1018.9,6.7,9.22
156,堡林,2012-11-29,4.9,1.3,9.1,,2.5,-6.8,45,3.9,1013.7,1022.7,6.1,9.88
156,堡林,2012-11-30,5,0.6,10,,2.8,-7.2,41.9,3.6,1015.3,1024.3,6.2,9.32
156,堡林,2012-12-01,2.7,-1.5,7.4,,3.1,-9.1,44,3.1,1018.3,1027.4,9,11.47
156,堡林,2012-12-02,4.3,0.4,10.5,0.5,1.3,-0.6,71.9,6,1014.1,1023.1,5,7.87
156,堡林,2012-12-03,3.8,-0.7,8.8,4,2,1.3,84.4,6.8,1008.7,1017.7,1.4,4.19
156,堡林,2012-12-04,1.7,-0.1,5.5,0.2,1.7,-3.4,69.6,4.8,1012.9,1022,6.9,9.83
156,堡林,2012-12-05,2,-0.8,9.1,14.5,2.5,-1.2,80.6,5.6,1009.3,1018.4,4.5,7.03
156,堡林,2012-12-06,-2.1,-4.1,1.4,4,2.4,-5,80.9,4.2,1015.5,1024.8,5.5,8.08
156,堡林,2012-12-07,1,-3.4,6.6,3,1.9,-1.4,84.4,5.6,1010.5,1019.6,2,4.92
156,堡林,2012-12-08,-1.2,-3.7,2.6,4.4,2.2,-3.9,82.4,4.6,1011,1020.2,5.3,3.46
156,堡林,2012-12-09,-3.4,-7.5,0,1.3,2.8,-7.7,72.9,3.5,1012.2,1021.5,9,11.46
156,堡林,2012-12-10,-2.6,-6.3,2.3,,2.4,-7.7,68.4,3.4,1016,1025.3,9.2,10.75
156,堡林,2012-12-11,-0.8,-3.9,3.2,,2.8,-6.5,65.6,3.8,1017.3,1026.6,8.1,10.32
156,堡林,2012-12-12,-0.6,-4,5,,2.3,-8.1,58.4,3.3,1020.9,1030.2,9.3,11.57
156,堡林,2012-12-13,1.7,-4.8,9.3,,1.2,-6.3,56.5,3.8,1021.3,1030.5,8.6,10.75
156,堡林,2012-12-14,7.8,1.8,10.2,22.5,1.5,6.7,93,10,1009.3,1018.2,0,0.93
156,堡林,2012-12-15,7.4,4.7,10.2,0,2.2,5.2,86.5,8.9,1009.1,1018,0,1.62
156,堡林,2012-12-16,5.9,1,12,,1.9,1.1,73.6,6.6,1012.3,1021.3,9.1,10.77
156,堡林,2012-12-17,4.1,1.7,7,0,2.5,-0.4,72.6,6,1012.6,1021.6,1.1,2.99
156,堡林,2012-12-18,-1.2,-2.8,1.8,0,3.9,-8.1,59.4,3.3,1016.7,1026,7,9.39
156,堡林,2012-12-19,-2.4,-5.1,1.9,,2.8,-9.3,60,3,1019.3,1028.7,8.8,10.5
156,堡林,2012-12-20,0.3,-5.1,6.9,,3.4,-9.1,50.9,3.1,1021,1030.2,7.1,9.6
156,堡林,2012-12-21,3.7,-0.1,5.3,11.5,2.7,1,83.5,6.7,1011.4,1020.4,0,1.52
156,堡林,2012-12-22,1.8,-0.9,3.8,,2.5,-3.2,69.5,4.9,1014.8,1024,2.7,4.04
156,堡林,2012-12-23,-3.1,-6.7,0.6,0.4,2.8,-6.9,74.5,3.7,1019.2,1028.5,3.1,6.15
156,堡林,2012-12-24,-3.9,-8.6,1.1,,1.7,-9.1,67.8,3.1,1019.3,1028.7,9.1,11.09
156,堡林,2012-12-25,-2.7,-8.1,2.5,0.1,2,-6.5,75.6,4,1021.6,1030.9,6.7,7.57
156,堡林,2012-12-26,-5.6,-10.2,-0.1,,2.7,-17.6,40.4,1.6,1024.9,1034.4,9.3,11.86
156,堡林,2012-12-27,-1,-8.4,5.3,,1.3,-14.9,37.1,2,1020.1,1029.3,7.7,10.08
156,堡林,2012-12-28,0.6,-1.3,5,6.7,1.7,-1.1,88.6,5.7,1014.4,1023.6,3.3,5.49
156,堡林,2012-12-29,0.7,-2.5,4.1,3,1.1,-1,88.4,5.7,1013.1,1022.2,0.8,5.16
156,堡林,2012-12-30,-2.4,-5,0.6,2.7,2.7,-5.3,81.1,4.2,1010.3,1019.5,6.1,3.3
156,堡林,2012-12-31,-3.6,-7.9,0.3,0.8,1.9,-6.5,81.1,3.8,1012.4,1021.7,8.7,5.5
156,堡林,2013-01-01,-0.3,-5.1,5.2,0.6,1.2,-2.9,83.5,5,1011.7,1020.9,3.8,5.09
156,堡林,2013-01-02,-3.2,-7.9,1.4,0.5,2.8,-9,64.9,3.2,1021,1030.4,9,9.95
156,堡林,2013-01-03,-6.8,-9.5,-2.7,0,2.8,-13.4,60.3,2.2,1027.4,1036.9,8.4,10.99
156,堡林,2013-01-04,-6,-10.3,-0.7,,2,-14.6,52.4,2,1022.3,1031.8,9.2,12
156,堡林,2013-01-05,-3.3,-9.3,2.9,,2.2,-11,56.8,2.8,1017.3,1026.6,8.7,11.55
156,堡林,2013-01-06,-1.4,-4.4,3,,2,-9,57.9,3.2,1016.4,1025.6,8,10.74
156,堡林,2013-01-07,-2.3,-6.4,3.6,,2.5,-12,50.6,2.5,1015.3,1024.6,9.2,11.74
156,堡林,2013-01-08,-0.7,-4.8,5.3,,3.2,-10.4,49.6,2.8,1015.8,1025,8.9,10.69
156,堡林,2013-01-09,-3.4,-6.7,0.2,,3.3,-11.1,55.1,2.6,1018.1,1027.4,8.2,11.61
156,堡林,2013-01-10,-4,-7.6,0.7,,3.4,-14.9,45.3,2,1021.2,1030.6,9.3,12.45
156,堡林,2013-01-11,-1.5,-6.9,5.1,,1.7,-12.2,45.8,2.4,1020.3,1029.6,8.2,11.37
156,堡林,2013-01-12,1.7,-2.6,8.3,,1,-3.7,68.5,4.8,1017,1026.2,7.9,8.89
156,堡林,2013-01-13,0.7,-2.7,4.8,,1,-3.8,73.1,4.6,1013.6,1022.8,0,3.72
156,堡林,2013-01-14,0.5,-4.4,6.4,,1.7,-5.3,67,4.2,1012.2,1021.4,7.9,10.52
156,堡林,2013-01-15,0.2,-4.6,6.4,,1.2,-7.3,58.6,3.5,1016,1025.2,7.9,10.29
156,堡林,2013-01-16,-0.1,-3.3,3.4,0,1.4,-4.1,74.4,4.6,1015.8,1025,0,3.83
156,堡林,2013-01-17,-1.9,-4.9,0.3,0,2.5,-7.8,63.8,3.4,1020.2,1029.5,3.7,5.89
156,堡林,2013-01-18,-1.6,-7,4.7,,1.3,-7.2,66.5,3.6,1022,1031.4,9.4,12.82
156,堡林,2013-01-19,1.7,-1.3,6.8,,0.9,-3.6,68.6,4.7,1021.2,1030.3,1.1,5.67
156,堡林,2013-01-20,4.2,-2.6,10.8,0.5,2.2,-1.4,69.8,5.6,1021,1030.1,5.8,9.79
156,堡林,2013-01-21,6.8,5.5,7.9,13.5,1.4,5.7,93,9.1,1011.1,1020,0,0.82
156,堡林,2013-01-22,4.1,3.2,6.4,0.2,1.8,1.5,83.9,6.8,1012.3,1021.3,0,2.03
156,堡林,2013-01-23,2.8,1.4,3.7,3,1.1,1.5,91.5,6.8,1011.3,1020.3,0,1.38
156,堡林,2013-01-24,1.2,-0.9,3.9,0.1,1.7,-2.1,78.9,5.3,1009.7,1018.8,0,1.82
156,堡林,2013-01-25,-2.5,-4.1,0.3,0,2.3,-8.3,64.9,3.3,1013.7,1023,7.8,9.76
156,堡林,2013-01-26,-3.3,-5.3,0.3,0.1,2.3,-10,60.8,2.9,1014.8,1024.1,9.1,12.89
156,堡林,2013-01-27,-2.2,-4.5,-0.3,0.1,1.7,-7.2,69,3.6,1017.4,1026.6,4.5,7.26
156,堡林,2013-01-28,0,-5.4,5.9,,0.9,-5.4,68.4,4.1,1018.9,1028.1,8.5,12.53
156,堡林,2013-01-29,3.9,-2.2,11,,0.9,-0.9,72.6,5.8,1018.5,1027.6,6.9,10.24
156,堡林,2013-01-30,6.5,0,13.8,,1,0.9,70.1,6.6,1020.9,1029.9,9.1,11.93
156,堡林,2013-01-31,9.4,4.7,15.4,2,1.5,1.7,61.3,7,1020.1,1029,1.8,7.17
156,堡林,2013-02-01,10.9,6.2,14.5,20.5,3.4,9.5,91.3,11.9,1010.5,1019.3,0,1.04
156,堡林,2013-02-02,2.5,-2,7.3,,2.4,-4.7,61.8,4.5,1018.9,1028,9.8,13.56
156,堡林,2013-02-03,0.9,-3.6,3.8,9,1.8,-5.4,65,4.3,1014.9,1024.1,0,2.97
156,堡林,2013-02-04,3.4,0.1,6.2,4.5,2,0.6,82.5,6.5,1010.8,1019.9,3.8,6.51
156,堡林,2013-02-05,2.2,-0.9,4.5,5.5,2.2,0,85.9,6.2,1011.2,1020.2,0,1.83
156,堡林,2013-02-06,1.3,0.4,3.5,2,2,-2,78.8,5.3,1011,1020.1,1.9,6.29
156,堡林,2013-02-07,-4.8,-8.5,1.2,0,3.6,-10.9,62.4,2.8,1016.6,1026,4.7,8.81
156,堡林,2013-02-08,-6.3,-9.7,-1.4,0,2.6,-14.1,55.1,2.1,1021.6,1031.1,8.2,14.25
156,堡林,2013-02-09,-3.5,-8.3,2,,2,-10.3,60.3,2.8,1019.4,1028.7,9.8,14.63
156,堡林,2013-02-10,-0.8,-6,5,,1.3,-6.1,68.3,3.9,1018.5,1027.7,6.4,10.46
156,堡林,2013-02-11,-1.1,-5.6,4.4,,2.1,-11.7,46.9,2.5,1021.3,1030.6,9.9,15.19
156,堡林,2013-02-12,-0.8,-2.5,2.1,0.5,1.4,-6.3,66.4,3.9,1016.8,1026.1,1.3,4.29
156,堡林,2013-02-13,0.8,-4.7,6.9,,2,-6.6,59.5,3.7,1018.8,1028,9.5,15.3
156,堡林,2013-02-14,3.3,-2.2,9,,1.3,-5.5,55.1,4.1,1015,1024.1,6.9,11.46
156,堡林,2013-02-15,2,-2.2,7.1,,2.9,-8.9,46.6,3.3,1014.8,1023.9,9.4,14.58
156,堡林,2013-02-16,0.2,-5.2,6.8,,2.6,-11.8,41.1,2.5,1018.5,1027.7,10,16.33
156,堡林,2013-02-17,2.8,-1.5,6.1,5,1.4,-2.8,69.3,5.3,1011.7,1020.7,0,2.17
156,堡林,2013-02-18,3.6,0.8,6.3,1,2.2,-1.7,70.1,5.6,1008.8,1017.8,0.1,3.65
156,堡林,2013-02-19,0.3,-2.9,4.8,,3.6,-13.1,37.8,2.3,1015.9,1025.1,7.2,14.33
156,堡林,2013-02-20,-0.6,-4.6,5,,2.4,-13.4,41.5,2.3,1020.4,1029.7,10.1,17.74
156,堡林,2013-02-21,1.3,-3.3,7.1,,1.6,-12.4,37,2.4,1021.1,1030.3,8.8,16.17
156,堡林,2013-02-22,2.6,-2.2,9.2,0,1.9,-5.7,54.8,4.2,1018.9,1028,4.6,10.25
156,堡林,2013-02-23,0.8,-4,5.9,,2.2,-10.8,44.4,2.7,1021,1030.2,10.6,18.4
156,堡林,2013-02-24,2.7,-3.6,9,,1.3,-8.6,46.9,3.2,1021.3,1030.4,8.3,14.83
156,堡林,2013-02-25,6,-2.2,14,,1,-9.9,35.9,3,1019.2,1028.2,9.1,15.95
156,堡林,2013-02-26,8,5.5,10.8,0,1.4,-0.4,56.4,6.1,1011.5,1020.4,0,3.24
156,堡林,2013-02-27,8.7,4.1,16.3,,2.7,-1.5,56,5.7,1009.8,1018.7,9.4,17.46
156,堡林,2013-02-28,10.8,1.7,19.8,,2.5,-1.7,48.8,5.5,1007.8,1016.6,8.1,16.14
156,堡林,2013-03-01,3.8,-0.9,12.9,4,3.4,-1.7,68.5,6,1008.9,1017.9,7.3,13.63
156,堡林,2013-03-02,0.6,-1.9,5.8,,2.5,-7.8,54.4,3.4,1018.3,1027.5,9.7,17.91
156,堡林,2013-03-03,1.6,-3.4,7.7,,1.5,-5.9,60.3,4,1015.4,1024.5,10.3,19.04
156,堡林,2013-03-04,4.2,-2.2,12.9,,1.3,-3.5,59.9,4.7,1013.4,1022.4,8.3,13.98
156,堡林,2013-03-05,5.4,-1.8,14.5,,1.8,-3.8,56.1,4.6,1017,1026,10.8,18.86
156,堡林,2013-03-06,9.3,-0.5,19.2,,2.2,-0.9,53.4,5.9,1013.2,1022,9.8,16.86
156,堡林,2013-03-07,10.8,4.7,15.8,1,2.6,4.6,68.8,8.9,1005.2,1014,4.1,8.18
156,堡林,2013-03-08,10.8,4,20.3,,1.7,4.7,70.3,8.5,1002.4,1011.1,6.9,13.53
156,堡林,2013-03-09,14.9,4.3,26.8,,2.9,4.6,57.5,8.6,1001,1009.6,10.2,16.28
156,堡林,2013-03-10,5.5,0.1,14.3,,2.5,-5.9,46,4,1011.2,1020.2,10,19.87
156,堡林,2013-03-11,6.8,-1.7,16.6,,2.2,-5.9,43.3,4,1015.2,1024.1,10.7,20.19
156,堡林,2013-03-12,11.6,2.6,19.7,,2.3,2,56,7.4,1007.3,1016,8.2,15.84
156,堡林,2013-03-13,6.3,1.3,15.5,24.5,2.9,3.2,81.4,8.2,1006.1,1015,0.6,6.37
156,堡林,2013-03-14,4.9,-0.2,12,,1.8,-1.9,62.3,5.3,1018.2,1027.3,7.7,15.97
156,堡林,2013-03-15,6.9,0.8,15.3,,1.7,-1.1,60.9,5.6,1017.1,1026.1,10.1,19.84
156,堡林,2013-03-16,9.1,2.6,18.3,,1.4,-2.7,50.9,5.2,1015,1023.8,10.2,19.49
156,堡林,2013-03-17,9.7,3.2,16.4,28,1.8,4.2,73.3,8.7,1004.9,1013.7,3.5,10.25
156,堡林,2013-03-18,10.3,8,13.9,18,2.2,7.9,85.4,10.7,996.8,1005.5,2.4,7.92
156,堡林,2013-03-19,13.1,6.9,19.6,,2.5,7.1,69.4,10.2,1003.6,1012.2,5.7,14.98
156,堡林,2013-03-20,6.7,-1.1,13.5,0,2.9,0.6,65.6,7.2,1004.9,1013.8,5.5,10.97
156,堡林,2013-03-21,3.6,-3.3,11.8,,2.6,-7.5,47.5,3.6,1009.4,1018.5,11.1,21.96
156,堡林,2013-03-22,6.4,0.5,13.3,,1.5,0,65,6.2,1005,1013.8,5.2,13.71
156,堡林,2013-03-23,8.5,1.9,17.7,,2.1,-1.6,53.3,5.5,1006.5,1015.3,9.5,20.37
156,堡林,2013-03-24,6.8,2.6,11.3,,1.6,-1.1,59.3,5.7,1004.7,1013.5,8.4,15.9
156,堡林,2013-03-25,3.5,-0.1,7.7,,2.3,-5.8,53.3,4,1010.1,1019.1,10.9,22.04
156,堡林,2013-03-26,7,-0.9,15.9,,2.3,-3.9,48,4.6,1012.3,1021.2,10.8,20.03
156,堡林,2013-03-27,11.1,6,19.2,,1.5,-0.8,46,5.8,1007.5,1016.2,10.9,20.71
156,堡林,2013-03-28,10.4,3.6,20,,1.6,-0.4,50.8,6.1,1007.6,1016.3,10.7,20.58
156,堡林,2013-03-29,7.6,3,14.7,,3.1,-7.3,36.3,3.6,1011.3,1020.2,10.2,21.93
156,堡林,2013-03-30,8.5,2.1,16.2,0.4,2.5,-3.6,43.8,4.8,1012.4,1021.3,5.7,15.91
156,堡林,2013-03-31,9.5,4.6,16.1,1,2.6,-1.4,51.8,5.6,1013.8,1022.6,10.5,22.31
156,堡林,2013-04-01,11.9,4.2,20.8,,2.2,0.2,49.5,6.3,1010.8,1019.5,10.6,18.95
156,堡林,2013-04-02,6.8,4.9,11.2,0.3,2.2,2.8,75.9,7.5,1006.4,1015.3,0,2.83
156,堡林,2013-04-03,10.3,3.7,18.6,,1.8,-1.8,48.4,5.5,1008,1016.7,9.9,22.83
156,堡林,2013-04-04,14.3,6.7,24.1,,2,-1.5,37.3,5.6,1007.6,1016.2,7.7,19.06
156,堡林,2013-04-05,15.5,8.5,21.7,0.4,2.3,7.1,59.6,10.4,1004.1,1012.6,5.1,15.12
