수온(℃),pH,DO(㎎/L),Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖),평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 이슬점온도(°C),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),평균 해면기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2)
30.6,7.7,8.2,36.8,376.0,28.9,25.4,33.4,0.0,2.5,24.3,76.8,30.5,999.6,1007.7,4.3,15.79
29.8,8.4,10.2,85.3,805.0,27.2,24.3,33.4,0.0,2.5,21.0,69.8,25.0,998.7,1006.8,7.2,20.16
24.3,6.9,6.7,5.6,0.0,27.2,24.4,32.2,0.1,2.2,24.3,86.0,30.5,1004.3,1012.5,7.4,19.18
25.8,7.1,5.1,2.6,0.0,25.6,22.1,29.7,12.7,2.2,24.2,92.5,30.2,994.0,1002.1,2.3,12.68
24.8,7.1,5.2,15.7,0.0,21.8,16.5,27.7,0.0,1.5,14.7,66.6,16.8,1011.1,1019.5,10.1,24.15
25.1,7.4,7.2,54.3,146.0,22.8,19.9,28.3,0.0,1.1,18.3,77.0,21.1,1008.9,1017.3,7.5,18.48
22.3,7.6,10.0,41.4,304.0,19.1,13.6,25.3,0.0,1.6,11.1,61.5,13.2,1009.0,1017.4,10.5,21.57
21.2,7.2,10.2,72.8,286.0,17.7,14.4,22.0,1.0,1.8,10.8,66.6,13.1,1002.2,1010.7,6.9,17.06
19.7,7.1,6.3,6.2,66.0,16.4,12.0,20.8,0.0,2.3,7.5,57.1,10.4,1010.5,1019.1,7.9,16.42
18.1,7.4,8.8,27.3,23.0,15.9,9.8,21.5,0.0,1.4,10.1,70.6,12.4,1011.7,1020.3,9.6,17.11
17.1,7.5,9.5,26.3,0.0,14.7,9.3,21.1,0.0,0.6,9.3,72.0,11.8,1011.9,1020.6,5.5,12.36
16.0,7.4,8.5,36.2,0.0,12.2,8.7,18.4,0.1,1.0,8.6,80.3,11.2,1006.6,1015.2,6.9,10.76
14.6,7.8,9.7,31.8,0.0,12.7,5.8,21.0,0.0,0.6,5.5,66.0,9.1,1014.2,1023.0,9.6,15.16
15.1,7.5,6.0,36.9,0.0,10.3,6.8,14.5,0.8,1.8,4.8,71.1,8.7,1010.4,1019.2,8.5,14.22
12.8,7.9,11.6,73.2,0.0,8.7,4.2,14.4,0.0,0.8,2.0,64.3,7.1,1014.1,1023.0,7.4,11.44
11.1,7.8,11.5,85.5,0.0,8.7,2.7,16.2,0.0,0.3,3.8,75.4,8.1,1015.7,1024.6,9.0,12.56
12.0,8.0,12.1,77.5,0.0,14.8,12.3,17.4,10.0,0.6,14.5,98.9,16.6,1008.7,1017.3,0.0,2.71
6.0,7.9,11.2,74.0,0.0,0.6,-4.9,7.4,0.0,2.1,-17.3,27.0,1.7,1023.5,1032.8,8.9,12.36
6.7,7.9,12.3,45.8,0.0,4.4,-0.1,9.2,0.0,0.8,-0.9,71.5,5.8,1011.0,1020.0,4.6,8.09
8.9,7.8,11.1,30.799999999999997,0.0,1.8,-1.1,6.6,0.0,1.9,-5.6,58.9,4.1,1018.5,1027.7,9.0,11.93
4.4,7.6,14.9,15.8,0.0,2.2,-2.9,8.4,0.0,0.9,-3.4,67.0,4.8,1020.0,1029.2,4.9,8.54
4.4,7.8,16.5,100.3,0.0,3.6,2.2,5.4,2.1,1.2,2.3,91.9,7.3,1003.3,1012.3,0.0,3.53
3.4,8.2,15.6,87.1,0.0,5.3,1.3,11.4,0.0,0.8,2.7,84.8,7.4,1015.7,1024.7,8.5,11.95
4.7,8.1,15.8,99.2,0.0,5.1,1.2,9.9,0.0,1.1,0.5,75.4,6.5,1014.4,1023.4,6.2,10.9
5.5,8.3,15.3,136.0,0.0,5.3,1.4,10.6,1.1,2.1,-2.1,60.1,5.3,1007.8,1016.7,3.7,8.93
4.2,8.8,17.4,108.2,0.0,-7.5,-10.6,-3.1,0.0,2.6,-17.1,48.3,1.6,1019.9,1029.4,8.2,14.7
3.9,8.4,13.4,174.2,0.0,-3.9,-6.5,0.3,0.0,2.1,-11.1,58.5,2.6,1014.9,1024.2,8.1,13.17
2.5,8.9,15.8,57.1,0.0,-5.6,-8.5,-1.7,0.2,1.8,-11.1,66.3,2.7,1017.9,1027.3,7.6,12.73
3.8,8.5,14.8,49.3,0.0,1.3,-2.9,6.6,0.0,1.9,-6.4,59.6,3.8,1015.4,1024.6,9.9,17.94
4.4,8.3,15.2,48.6,0.0,6.1,2.0,11.5,0.0,1.6,-7.8,36.4,3.4,1013.7,1022.7,2.6,10.62
6.0,8.2,14.2,38.3,0.0,6.3,-1.8,15.7,0.0,1.0,-9.9,33.0,2.9,1015.8,1024.8,10.6,19.25
9.3,7.8,11.1,29.1,0.0,10.7,7.2,16.3,6.9,2.0,9.0,90.0,11.8,1005.0,1013.7,0.6,5.62
10.6,7.7,9.5,20.3,0.0,10.1,2.8,19.3,0.0,1.6,1.2,62.1,6.8,1014.3,1023.1,10.5,20.43
12.5,7.5,9.1,9.9,0.0,11.8,8.6,14.6,15.6,3.0,11.2,96.5,13.5,1003.5,1012.2,0.0,3.61
11.4,7.5,10.1,39.5,0.0,12.9,7.0,21.6,0.0,1.1,7.6,74.0,10.4,1013.8,1022.5,8.6,21.15
17.1,8.5,12.7,49.2,0.0,18.9,12.7,26.5,0.0,1.8,12.4,69.1,14.5,1007.9,1016.4,10.5,21.97
12.9,7.8,9.6,57.5,0.0,14.1,8.0,21.6,0.0,1.4,3.1,54.8,7.9,1009.0,1017.7,11.1,24.98
14.9,8.2,11.2,65.7,0.0,11.6,4.7,18.7,0.0,1.2,3.5,61.5,7.9,1011.3,1020.1,8.0,23.01
18.3,8.2,9.7,27.6,0.0,15.3,14.4,17.6,41.8,1.3,14.9,98.1,17.0,1003.7,1012.3,0.0,2.94
19.0,8.3,9.7,66.3,0.0,19.5,16.1,26.0,0.0,1.9,15.0,76.1,17.1,1006.3,1014.7,5.6,17.04
18.5,7.5,8.3,34.0,0.0,18.1,14.8,23.9,0.0,1.7,13.5,77.5,15.6,1003.8,1012.3,4.9,20.24
20.2,7.5,6.9,48.8,0.0,20.9,13.3,28.5,0.0,1.3,14.1,69.0,16.2,1003.4,1011.8,11.6,27.37
21.9,7.4,6.9,64.1,0.0,18.6,11.0,24.5,0.0,1.6,12.7,69.9,14.9,1008.6,1017.1,6.6,19.78
22.4,8.3,8.1,91.7,0.0,21.7,18.3,27.3,0.0,1.8,17.2,77.5,19.8,1002.0,1010.3,5.3,19.54
24.5,7.9,5.9,29.7,0.0,22.9,18.2,30.0,0.0,1.2,14.4,60.5,16.4,1005.0,1013.3,6.0,22.01
25.5,7.6,4.1,20.5,0.0,20.6,18.2,23.7,7.1,1.0,18.6,89.6,21.5,992.2,1000.5,0.7,9.68
25.3,7.8,4.0,30.2,1094.0,24.9,20.1,32.4,0.0,1.4,18.7,70.9,21.6,998.9,1007.1,8.4,26.03
26.3,8.1,6.2,24.4,8124.0,27.0,20.5,34.5,0.0,1.7,17.3,58.6,19.8,1002.3,1010.4,9.8,24.5
23.6,7.5,6.1,4.5,0.0,25.7,21.5,29.3,17.2,2.1,24.3,92.4,30.4,998.6,1006.8,2.5,13.68
26.1,7.5,7.8,67.1,1942.0,23.6,21.8,26.4,0.0,1.5,22.0,91.1,26.6,1006.1,1014.3,0.3,6.84
29.4,8.7,5.8,19.4,0.0,29.1,24.5,35.0,0.0,1.3,24.7,79.1,31.1,1004.3,1012.5,10.4,27.17
31.2,8.7,7.4,41.5,71700.0,29.7,26.0,36.3,0.0,1.8,24.6,75.3,30.9,1000.8,1008.9,7.2,21.79
31.0,8.7,5.8,36.4,259700.0,30.4,26.0,37.1,0.0,1.1,24.8,73.6,31.3,999.2,1007.3,11.6,26.3
31.7,9.0,7.9,77.0,162004.0,30.3,27.6,36.0,0.0,1.7,23.3,67.4,28.6,994.8,1002.9,4.7,18.1
32.1,8.9,8.1,113.3,167523.0,32.0,27.1,38.3,0.0,1.7,23.4,62.1,28.8,997.2,1005.2,12.1,27.17
31.4,8.7,7.6,44.0,71537.0,30.8,26.1,37.7,0.0,1.5,24.8,72.9,31.4,998.4,1006.5,11.7,25.13
31.6,8.3,6.4,38.9,38804.0,30.3,26.8,36.3,0.0,1.2,25.0,75.3,31.7,996.6,1004.7,10.3,23.58
30.8,7.4,3.5,25.0,24500.0,30.7,27.3,35.7,0.0,2.0,24.5,70.6,30.7,1002.0,1010.1,11.2,25.57
31.0,7.8,4.7,20.6,38507.0,28.9,25.4,33.4,0.0,2.5,24.3,76.8,30.5,999.6,1007.7,4.3,15.79
29.2,8.0,7.4,44.4,59091.0,27.2,24.3,33.4,0.0,2.5,21.0,69.8,25.0,998.7,1006.8,7.2,20.16
26.4,7.4,5.0,34.2,827.0,25.4,23.6,29.2,11.3,3.1,23.9,92.1,29.8,991.8,999.9,4.4,14.32
24.1,6.6,5.8,7.7,0.0,27.2,24.4,32.2,0.1,2.2,24.3,86.0,30.5,1004.3,1012.5,7.4,19.18
24.1,6.9,6.5,5.7,151.0,25.6,22.1,29.7,12.7,2.2,24.2,92.5,30.2,994.0,1002.1,2.3,12.68
23.4,7.3,7.7,52.5,981.0,21.8,16.5,27.7,0.0,1.5,14.7,66.6,16.8,1011.1,1019.5,10.1,24.15
24.5,7.7,7.3,45.1,6498.0,22.8,19.9,28.3,0.0,1.1,18.3,77.0,21.1,1008.9,1017.3,7.5,18.48
22.4,8.0,10.5,103.6,8900.0,19.1,13.6,25.3,0.0,1.6,11.1,61.5,13.2,1009.0,1017.4,10.5,21.57
22.0,8.7,11.7,135.5,1092.0,17.7,14.4,22.0,1.0,1.8,10.8,66.6,13.1,1002.2,1010.7,6.9,17.06
19.1,7.1,7.3,7.1,0.0,16.4,12.0,20.8,0.0,2.3,7.5,57.1,10.4,1010.5,1019.1,7.9,16.42
17.5,8.3,12.3,59.9,0.0,15.9,9.8,21.5,0.0,1.4,10.1,70.6,12.4,1011.7,1020.3,9.6,17.11
16.8,8.9,14.2,37.7,0.0,14.7,9.3,21.1,0.0,0.6,9.3,72.0,11.8,1011.9,1020.6,5.5,12.36
16.3,7.9,10.5,29.3,0.0,12.2,8.7,18.4,0.1,1.0,8.6,80.3,11.2,1006.6,1015.2,6.9,10.76
13.8,8.3,14.7,93.4,0.0,12.7,5.8,21.0,0.0,0.6,5.5,66.0,9.1,1014.2,1023.0,9.6,15.16
13.8,7.6,9.6,51.4,0.0,10.3,6.8,14.5,0.8,1.8,4.8,71.1,8.7,1010.4,1019.2,8.5,14.22
11.1,8.6,13.9,109.6,0.0,8.7,4.2,14.4,0.0,0.8,2.0,64.3,7.1,1014.1,1023.0,7.4,11.44
10.1,8.0,13.0,77.2,0.0,8.7,2.7,16.2,0.0,0.3,3.8,75.4,8.1,1015.7,1024.6,9.0,12.56
11.5,8.4,13.5,72.0,0.0,14.8,12.3,17.4,10.0,0.6,14.5,98.9,16.6,1008.7,1017.3,0.0,2.71
4.5,8.4,15.2,75.9,0.0,0.6,-4.9,7.4,0.0,2.1,-17.3,27.0,1.7,1023.5,1032.8,8.9,12.36
4.8,8.4,16.7,106.8,0.0,4.4,-0.1,9.2,0.0,0.8,-0.9,71.5,5.8,1011.0,1020.0,4.6,8.09
7.2,8.2,14.2,69.1,0.0,1.8,-1.1,6.6,0.0,1.9,-5.6,58.9,4.1,1018.5,1027.7,9.0,11.93
6.0,8.2,12.5,31.4,0.0,1.2,-3.2,6.3,0.0,1.5,-5.1,64.1,4.2,1019.4,1028.5,8.3,11.39
7.6,7.5,12.1,44.7,0.0,2.3,-2.2,9.3,0.0,0.9,-2.6,71.8,5.0,1016.6,1025.7,7.2,11.56
6.8,7.6,12.1,32.4,0.0,2.1,-2.1,8.0,0.0,1.3,-5.1,59.5,4.2,1014.8,1023.9,6.9,12.47
6.5,7.8,13.3,59.6,0.0,3.4,-0.1,8.5,0.0,1.6,-5.2,56.6,4.3,1014.9,1023.9,7.5,11.74
8.1,7.4,8.9,99.0,0.0,2.5,-3.6,6.6,0.0,1.9,-5.3,59.1,4.6,1012.4,1021.4,4.9,10.54
5.9,8.1,13.5,121.4,34.0,-0.1,-2.1,3.9,0.0,2.2,-9.0,51.4,3.1,1022.8,1032.1,9.0,15.28
6.5,8.3,14.3,126.1,0.0,2.3,-1.5,9.2,0.0,1.6,-12.1,36.1,2.5,1021.3,1030.5,7.4,15.49
7.0,7.7,15.6,92.2,0.0,2.6,-1.6,6.3,0.6,1.1,-7.5,50.6,3.6,1015.9,1025.0,0.0,6.07
7.4,7.4,7.5,54.7,0.0,4.2,-1.2,10.9,0.0,1.6,-2.9,62.8,5.0,1017.4,1026.4,8.7,17.45
9.0,8.0,11.6,148.2,0.0,6.6,1.5,13.9,0.0,1.2,-2.8,56.8,5.1,1012.8,1021.7,5.1,11.29
10.1,7.9,13.4,71.7,0.0,8.0,4.6,13.3,0.6,1.1,3.2,73.6,7.9,1012.4,1021.2,3.1,9.35
12.0,7.6,12.8,68.1,0.0,9.3,6.1,15.0,0.0,1.5,0.4,55.4,6.3,1006.3,1015.1,7.8,16.31
12.3,7.8,12.6,79.6,0.0,6.5,3.2,12.2,0.0,1.4,1.2,71.5,6.7,1011.9,1020.8,9.4,18.43
12.1,7.5,8.7,76.8,0.0,6.1,2.4,10.9,0.9,1.6,4.6,91.3,8.5,1002.6,1011.4,2.1,8.47
12.1,7.8,12.1,80.5,0.0,8.7,1.5,14.9,0.0,1.3,-2.8,46.1,5.0,1011.5,1020.3,5.0,15.7
11.8,8.1,8.0,41.4,0.0,7.4,1.3,14.4,0.0,1.5,0.8,64.4,6.6,1010.2,1019.1,5.2,16.2
12.2,8.1,8.6,24.1,0.0,7.5,2.3,12.8,0.0,1.7,-3.2,49.8,5.0,1015.0,1023.9,11.2,24.69
14.8,8.2,7.9,26.0,0.0,13.6,7.6,20.4,0.0,1.1,1.5,54.3,7.4,1006.5,1015.2,9.8,23.79
13.7,9.0,11.8,84.0,0.0,11.9,4.4,20.7,0.0,1.1,-2.1,42.8,5.3,1011.3,1020.0,12.0,27.04
20.2,8.4,10.1,70.5,0.0,20.3,13.4,27.9,0.0,1.6,12.6,63.8,14.6,1006.3,1014.7,10.2,24.77
15.6,7.8,6.8,16.2,0.0,15.0,11.5,20.4,0.3,1.3,13.7,92.4,15.7,1000.5,1009.0,1.9,15.19
19.4,8.6,10.1,41.1,0.0,14.5,6.8,22.0,0.0,1.3,-2.1,36.3,5.4,1008.9,1017.5,13.0,30.21
21.6,7.5,12.4,79.0,0.0,20.4,13.8,27.9,0.0,1.3,9.4,51.9,11.9,1006.2,1014.6,8.8,24.3
20.9,7.3,5.6,42.5,0.0,16.3,12.5,20.9,1.6,2.0,8.7,64.4,12.0,999.6,1008.0,7.0,21.04
20.4,7.0,4.3,35.9,0.0,17.3,12.0,23.0,0.0,1.3,7.9,59.1,10.8,1004.1,1012.5,8.5,23.99
22.9,7.6,8.4,68.7,0.0,23.1,15.4,31.0,0.0,1.2,11.6,52.1,13.8,1000.1,1008.4,12.2,29.12
24.1,7.7,4.7,34.6,0.0,19.1,16.7,22.7,11.8,1.6,16.6,86.4,18.8,998.2,1006.6,0.7,10.45
24.4,8.2,8.2,77.6,0.0,22.0,17.3,28.0,0.0,1.4,16.8,74.6,19.1,1004.3,1012.6,10.1,26.17
26.0,7.9,4.8,74.7,48.0,23.7,19.1,30.1,0.0,1.6,18.3,74.8,21.0,1004.7,1013.0,9.1,26.46
24.3,7.2,3.8,8.3,0.0,23.9,20.6,29.6,1.1,0.9,19.4,78.0,22.6,1001.2,1009.4,9.6,24.88
27.1,7.3,6.7,67.1,164.0,23.4,20.2,28.8,0.0,2.0,18.4,75.6,21.2,998.4,1006.7,6.1,22.23
26.4,8.7,7.4,63.7,46.0,25.2,21.5,29.5,0.0,1.5,21.4,80.9,25.6,999.3,1007.5,4.4,18.79
26.6,8.1,4.7,5.9,0.0,27.7,25.2,31.4,0.0,2.3,24.7,84.4,31.1,997.9,1006.0,7.9,23.36
26.1,7.4,5.7,4.3,24.0,28.3,25.1,31.8,0.0,2.8,24.4,80.6,30.5,1002.4,1010.6,12.6,25.52
30.2,7.7,8.6,65.4,0.0,29.3,25.6,34.7,0.0,0.9,24.9,78.5,31.5,1001.1,1009.2,7.5,18.71
27.3,7.2,4.6,22.1,0.0,27.9,26.1,30.4,1.7,3.5,26.3,91.0,34.1,992.7,1000.8,4.5,15.3
28.7,8.1,10.5,106.9,0.0,26.6,20.8,32.2,0.0,1.2,19.6,68.3,22.9,1000.8,1009.0,10.2,22.05
26.0,7.3,6.8,15.3,1994.0,25.2,20.2,30.4,0.0,1.9,19.4,72.3,22.6,1003.7,1011.9,9.9,24.2
24.3,7.3,7.7,40.7,34.0,22.6,20.9,25.4,10.6,1.0,22.2,98.1,26.8,1006.3,1014.7,0.0,6.44
25.8,7.2,5.4,5.4,54.0,26.7,24.0,30.5,0.0,2.9,23.2,82.3,28.4,1004.3,1012.4,9.0,19.19
27.3,8.0,10.1,43.8,761.0,24.6,21.6,29.5,0.0,1.2,20.0,77.6,23.5,1001.7,1009.9,5.4,15.82
20.0,7.3,7.0,4.2,74.0,19.3,13.7,25.1,0.0,0.9,13.9,73.8,15.9,1010.5,1019.0,11.0,21.62
25.0,7.4,8.7,47.8,4025.0,23.5,19.0,28.8,0.0,0.8,20.4,83.3,24.0,1008.2,1016.6,7.1,14.74
21.3,7.5,7.3,3.2,147.0,16.6,15.9,18.3,6.9,1.1,15.4,93.1,17.5,1009.2,1017.7,0.0,2.76
20.3,7.6,8.8,29.4,2603.0,15.2,11.3,21.6,0.0,1.1,9.9,72.1,12.3,1016.6,1025.2,9.5,16.39
19.7,7.9,12.1,65.9,28.0,17.5,11.6,24.0,0.0,0.7,10.4,67.1,12.6,1009.2,1017.7,9.8,18.07
17.1,8.2,12.7,88.7,0.0,13.1,6.7,19.3,0.0,1.2,7.1,69.9,10.1,1009.0,1017.6,9.0,16.04
17.5,7.9,11.9,86.0,0.0,14.7,9.8,20.9,0.0,0.6,9.5,73.1,11.9,1012.8,1021.5,7.0,13.1
14.8,7.6,9.6,26.9,0.0,13.0,9.9,17.8,1.0,1.2,9.2,79.8,11.7,1004.8,1013.4,5.8,9.99
14.1,7.5,8.0,32.8,0.0,9.8,6.2,19.5,7.7,2.0,4.4,71.0,8.9,1011.3,1020.1,1.1,5.95
13.2,7.7,11.5,62.2,0.0,5.6,3.7,10.7,0.0,2.1,-1.6,59.8,5.5,1019.4,1028.4,0.0,5.63
8.0,7.7,15.5,99.5,0.0,4.5,-1.4,11.6,0.0,0.5,-0.3,72.9,6.0,1016.1,1025.1,6.2,9.83
9.1,7.7,14.8,101.7,0.0,8.0,5.0,14.7,0.0,1.3,3.4,74.9,8.1,1010.8,1019.6,1.6,2.57
9.1,7.7,14.6,74.6,0.0,10.2,6.3,16.3,0.0,0.8,3.6,65.3,7.9,1014.3,1023.1,5.3,4.9
9.7,7.6,12.0,68.8,0.0,3.2,0.2,7.5,0.0,1.7,-6.4,50.8,3.8,1017.2,1026.3,8.4,9.91
7.4,7.7,12.9,58.8,0.0,5.2,2.5,10.2,0.0,1.2,-0.1,70.1,6.1,1014.0,1023.0,4.6,8.06
3.9,8.3,15.4,55.5,0.0,1.2,-3.2,6.3,0.0,1.5,-5.1,64.1,4.2,1019.4,1028.5,8.3,11.39
5.5,8.4,15.4,75.1,0.0,2.3,-2.2,9.3,0.0,0.9,-2.6,71.8,5.0,1016.6,1025.7,7.2,11.56
4.9,8.8,16.5,128.7,0.0,2.1,-2.1,8.0,0.0,1.3,-5.1,59.5,4.2,1014.8,1023.9,6.9,12.47
5.0,8.6,16.7,115.1,0.0,3.4,-0.1,8.5,0.0,1.6,-5.2,56.6,4.3,1014.9,1023.9,7.5,11.74
5.3,8.8,16.4,126.9,344.0,0.4,-1.7,4.6,10.3,1.8,-2.5,81.9,5.2,1012.5,1021.6,2.6,4.35
7.4,8.4,14.4,126.0,121.0,2.5,-3.6,6.6,0.0,1.9,-5.3,59.1,4.6,1012.4,1021.4,4.9,10.54
4.2,8.9,16.7,205.0,402.0,-0.1,-2.1,3.9,0.0,2.2,-9.0,51.4,3.1,1022.8,1032.1,9.0,15.28
4.9,9.0,15.1,144.7,0.0,2.3,-1.5,9.2,0.0,1.6,-12.1,36.1,2.5,1021.3,1030.5,7.4,15.49
5.1,8.8,16.9,75.2,0.0,2.6,-1.6,6.3,0.6,1.1,-7.5,50.6,3.6,1015.9,1025.0,0.0,6.07
6.3,8.3,14.6,106.0,0.0,4.2,-1.2,10.9,0.0,1.6,-2.9,62.8,5.0,1017.4,1026.4,8.7,17.45
8.5,8.9,16.5,130.4,0.0,6.6,1.5,13.9,0.0,1.2,-2.8,56.8,5.1,1012.8,1021.7,5.1,11.29
9.1,9.1,16.2,72.0,0.0,8.0,4.6,13.3,0.6,1.1,3.2,73.6,7.9,1012.4,1021.2,3.1,9.35
10.8,8.9,15.5,112.6,0.0,9.3,6.1,15.0,0.0,1.5,0.4,55.4,6.3,1006.3,1015.1,7.8,16.31
11.2,8.2,13.6,110.7,0.0,6.5,3.2,12.2,0.0,1.4,1.2,71.5,6.7,1011.9,1020.8,9.4,18.43
11.2,8.5,12.0,105.1,0.0,6.1,2.4,10.9,0.9,1.6,4.6,91.3,8.5,1002.6,1011.4,2.1,8.47
9.4,7.8,9.0,58.3,0.0,6.9,0.0,14.1,0.0,1.4,-3.9,50.0,4.6,1015.6,1024.5,10.8,21.51
11.2,8.9,14.2,92.0,0.0,8.7,1.5,14.9,0.0,1.3,-2.8,46.1,5.0,1011.5,1020.3,5.0,15.7
10.8,8.4,11.3,52.0,0.0,7.4,1.3,14.4,0.0,1.5,0.8,64.4,6.6,1010.2,1019.1,5.2,16.2
11.9,8.3,9.8,31.5,0.0,7.5,2.3,12.8,0.0,1.7,-3.2,49.8,5.0,1015.0,1023.9,11.2,24.69
13.7,9.0,10.8,79.9,0.0,13.6,7.6,20.4,0.0,1.1,1.5,54.3,7.4,1006.5,1015.2,9.8,23.79
13.0,8.6,7.4,31.0,0.0,11.9,4.4,20.7,0.0,1.1,-2.1,42.8,5.3,1011.3,1020.0,12.0,27.04
15.9,9.0,8.9,38.0,0.0,20.3,13.4,27.9,0.0,1.6,12.6,63.8,14.6,1006.3,1014.7,10.2,24.77
16.9,7.1,7.0,51.5,24.0,15.0,11.5,20.4,0.3,1.3,13.7,92.4,15.7,1000.5,1009.0,1.9,15.19
18.0,7.5,8.9,62.6,0.0,14.5,6.8,22.0,0.0,1.3,-2.1,36.3,5.4,1008.9,1017.5,13.0,30.21
19.6,8.0,8.6,38.4,0.0,20.4,13.8,27.9,0.0,1.3,9.4,51.9,11.9,1006.2,1014.6,8.8,24.3
21.7,6.9,5.2,20.4,0.0,16.3,12.5,20.9,1.6,2.0,8.7,64.4,12.0,999.6,1008.0,7.0,21.04
22.2,7.0,5.2,22.7,0.0,17.3,12.0,23.0,0.0,1.3,7.9,59.1,10.8,1004.1,1012.5,8.5,23.99
22.0,7.7,8.4,102.4,0.0,23.1,15.4,31.0,0.0,1.2,11.6,52.1,13.8,1000.1,1008.4,12.2,29.12
23.6,7.4,8.9,41.8,0.0,19.1,16.7,22.7,11.8,1.6,16.6,86.4,18.8,998.2,1006.6,0.7,10.45
23.7,8.0,7.5,39.7,0.0,22.0,17.3,28.0,0.0,1.4,16.8,74.6,19.1,1004.3,1012.6,10.1,26.17
25.9,8.7,7.3,52.0,61.0,23.7,19.1,30.1,0.0,1.6,18.3,74.8,21.0,1004.7,1013.0,9.1,26.46
23.0,7.0,5.7,16.3,0.0,23.9,20.6,29.6,1.1,0.9,19.4,78.0,22.6,1001.2,1009.4,9.6,24.88
26.4,7.5,6.8,22.0,81.0,23.4,20.2,28.8,0.0,2.0,18.4,75.6,21.2,998.4,1006.7,6.1,22.23
25.0,8.9,6.5,73.0,33.0,25.2,21.5,29.5,0.0,1.5,21.4,80.9,25.6,999.3,1007.5,4.4,18.79
24.2,8.2,6.1,8.9,0.0,27.7,25.2,31.4,0.0,2.3,24.7,84.4,31.1,997.9,1006.0,7.9,23.36
26.0,7.3,5.8,7.3,0.0,28.3,25.1,31.8,0.0,2.8,24.4,80.6,30.5,1002.4,1010.6,12.6,25.52
31.1,8.9,11.2,54.9,60.0,29.3,25.6,34.7,0.0,0.9,24.9,78.5,31.5,1001.1,1009.2,7.5,18.71
28.6,7.4,5.4,23.4,0.0,27.9,26.1,30.4,1.7,3.5,26.3,91.0,34.1,992.7,1000.8,4.5,15.3
29.0,8.1,8.3,89.4,189.0,26.6,20.8,32.2,0.0,1.2,19.6,68.3,22.9,1000.8,1009.0,10.2,22.05
26.3,7.3,6.5,47.0,1345.0,25.2,20.2,30.4,0.0,1.9,19.4,72.3,22.6,1003.7,1011.9,9.9,24.2
25.1,7.2,6.8,33.9,33.0,22.6,20.9,25.4,10.6,1.0,22.2,98.1,26.8,1006.3,1014.7,0.0,6.44
25.1,7.2,6.2,12.8,109.0,26.7,24.0,30.5,0.0,2.9,23.2,82.3,28.4,1004.3,1012.4,9.0,19.19
26.7,8.6,10.2,34.1,638.0,24.6,21.6,29.5,0.0,1.2,20.0,77.6,23.5,1001.7,1009.9,5.4,15.82
20.2,7.2,7.8,6.8,168.0,19.3,13.7,25.1,0.0,0.9,13.9,73.8,15.9,1010.5,1019.0,11.0,21.62
23.2,8.4,10.6,63.5,2280.0,23.5,19.0,28.8,0.0,0.8,20.4,83.3,24.0,1008.2,1016.6,7.1,14.74
21.3,7.3,7.5,6.9,84.0,16.6,15.9,18.3,6.9,1.1,15.4,93.1,17.5,1009.2,1017.7,0.0,2.76
20.4,8.9,14.2,65.3,584.0,15.2,11.3,21.6,0.0,1.1,9.9,72.1,12.3,1016.6,1025.2,9.5,16.39
19.1,8.9,13.3,30.7,116.0,17.5,11.6,24.0,0.0,0.7,10.4,67.1,12.6,1009.2,1017.7,9.8,18.07
17.7,7.9,9.1,33.5,0.0,13.1,6.7,19.3,0.0,1.2,7.1,69.9,10.1,1009.0,1017.6,9.0,16.04
17.1,8.7,11.7,65.8,0.0,14.7,9.8,20.9,0.0,0.6,9.5,73.1,11.9,1012.8,1021.5,7.0,13.1
15.2,8.1,13.0,84.6,0.0,13.0,9.9,17.8,1.0,1.2,9.2,79.8,11.7,1004.8,1013.4,5.8,9.99
14.0,8.3,11.0,50.5,0.0,9.8,6.2,19.5,7.7,2.0,4.4,71.0,8.9,1011.3,1020.1,1.1,5.95
12.0,7.8,10.5,32.3,0.0,5.6,3.7,10.7,0.0,2.1,-1.6,59.8,5.5,1019.4,1028.4,0.0,5.63
7.8,7.7,9.7,12.5,0.0,4.5,-1.4,11.6,0.0,0.5,-0.3,72.9,6.0,1016.1,1025.1,6.2,9.83
7.4,7.5,10.9,20.9,0.0,10.2,6.3,16.3,0.0,0.8,3.6,65.3,7.9,1014.3,1023.1,5.3,4.9
6.7,7.6,10.2,13.2,0.0,5.2,2.5,10.2,0.0,1.2,-0.1,70.1,6.1,1014.0,1023.0,4.6,8.06
7.5,7.5,13.5,69.7,0.0,7.1,4.7,8.8,15.5,0.9,3.7,82.4,8.4,1015.4,1024.3,0.0,1.68
7.0,7.3,11.0,16.9,0.0,2.3,-0.5,5.5,0.0,1.8,-4.9,59.0,4.3,1014.7,1023.8,3.0,7.74
6.8,7.2,10.3,20.9,0.0,4.0,1.2,7.9,0.0,1.2,-2.9,63.1,5.0,1015.1,1024.1,5.4,10.13
9.2,7.2,9.8,21.4,0.0,7.3,3.7,13.0,0.0,1.0,4.1,81.9,8.2,1008.1,1016.9,4.5,11.41
8.6,7.2,12.9,28.3,0.0,2.0,-1.3,6.6,0.0,1.3,-4.1,65.8,4.6,1018.2,1027.3,6.0,12.28
